IntakeMonth,Breed,EstimatedAge,Sex,SpayNeuter,Size,Color,IntakeType,IntakeYear,OutcomeYear,Class
Stray,2011,April,,Older than 1 year,FEMALE,true,LARGE,SILVER,2011,Other
Stray,2012,July,,Youth - Younger than 1 year,FEMALE,false,KITTN,ORANGE,2012,Euthanized
Stray,2011,February,CHOW CHOW - MIX,Older than 1 year,FEMALE,false,MED,BROWN,2011,Other
Stray,2012,January,,Youth - Younger than 1 year,MALE,true,X-LRG,BLACK,2012,Other
Foster Return,2012,June,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY,2012,Home
Stray,2011,June,JACK RUSS TER - MIX,,MALE,true,MED,WHITE,2011,Home
Stray,2011,June,YORKSHIRE TERR - CAIRN TERRIER,,FEMALE,false,SMALL,BLACK,2011,Other
Foster Return,2012,May,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY TABBY,2012,Home
Stray,2012,July,GERM SHEPHERD - CHOW CHOW,Older than 1 year,FEMALE,true,MED,BROWN,2012,Home
Stray,2011,March,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,ORG TABBY,2011,Other
Foster Return,2012,July,BALINESE - MIX,Infant - Younger than 6 months,MALE,true,KITTN,LYNX PT,2012,Other
Stray,2011,September,,,UNKNOWN,false,KITTN,ORANGE,2011,Euthanized
Owner Surrender,2011,November,ROTTWEILER - PIT BULL,Infant - Younger than 6 months,UNKNOWN,false,PUPPY,BR BRINDLE,2011,Euthanized
Stray,2011,April,,,FEMALE,true,MED,TRICOLOR,2011,Other
Stray,2012,May,,,FEMALE,false,MED,BROWN,2012,Euthanized
Stray,2011,June,,,MALE,true,MED,BROWN,2011,Other
Stray,2012,January,,Infant - Younger than 6 months,FEMALE,false,KITTN,WHITE,2012,Euthanized
Stray,2011,July,,Older than 1 year,MALE,true,MED,BLACK,2011,Other
Stray,2012,June,,Infant - Younger than 6 months,MALE,false,KITTN,ORG TABBY,2012,Other
Stray,2011,January,BEAGLE - MIX,Infant - Younger than 6 months,FEMALE,true,MED,BROWN,2011,Home
Stray,2012,June,,,UNKNOWN,false,SMALL,BRN TABBY,2012,Other
Stray,2012,June,,Infant - Younger than 6 months,MALE,false,KITTN,WHITE,2012,Other
Foster Return,2012,January,,Infant - Younger than 6 months,MALE,true,KITTN,WHITE,2012,Home
Owner Surrender,2011,May,GERM SHEPHERD - CHOW CHOW,Infant - Younger than 6 months,MALE,true,PUPPY,TAN,2011,Home
Foster Return,2012,January,,Older than 1 year,FEMALE,true,MED,WHITE,2012,Home
Foster Return,2012,August,,Older than 1 year,FEMALE,true,SMALL,BLACK,2012,Other
Stray,2011,February,,,MALE,false,LARGE,BROWN,2011,Euthanized
Stray,2011,June,POINTER - PIT BULL,Older than 1 year,MALE,true,LARGE,BLACK,2011,Home
Owner Surrender,2012,October,,Older than 1 year,FEMALE,false,SMALL,WHITE,2012,Other
Stray,2011,June,GERM SHEPHERD - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BROWN,2011,Home
Owner Surrender,2012,April,,,UNKNOWN,false,KITTN,BLACK,2012,Euthanized
Owner Surrender,2012,April,,Older than 1 year,MALE,true,MED,RED,2012,Euthanized
Stray,2011,October,,,UNKNOWN,false,LARGE,BLK TABBY,2011,Euthanized
Owner Surrender,2012,September,PIT BULL - MIX,Older than 1 year,FEMALE,true,MED,WHITE,2012,Euthanized
Stray,2011,December,,Older than 7 years,FEMALE,true,LARGE,BRN TABBY,2011,Euthanized
Stray,2011,April,,Infant - Younger than 6 months,MALE,false,KITTN,BUFF,2011,Other
Stray,2011,February,PIT BULL - MIX,Infant - Younger than 6 months,FEMALE,false,MED,WHITE,2011,Other
Stray,2011,April,,Older than 1 year,MALE,true,MED,WHITE,2011,Home
Stray,2012,February,POINTER - BRITTANY,,MALE,false,MED,WHITE,2012,Other
Owner Surrender,2012,May,,Older than 1 year,MALE,false,MED,TAN,2012,Euthanized
Owner Surrender,2012,June,BEAGLE - MIX,Older than 1 year,FEMALE,true,MED,TAN,2012,Other
Stray,2012,April,,,UNKNOWN,false,MED,BLACK,2012,Euthanized
Stray,2012,January,,,MALE,false,MED,GRAY,2012,Other
Owner Surrender,2011,September,,Youth - Younger than 1 year,FEMALE,false,MED,WHITE,2011,Euthanized
Stray,2011,March,WELSH CORGI CAR - MIX,,MALE,false,MED,BROWN,2011,Euthanized
Stray,2012,January,,,MALE,false,LARGE,GRAY,2012,Other
Owner Surrender,2011,August,,Older than 1 year,MALE,true,MED,TRICOLOR,2011,Home
Stray,2012,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BRN TABBY,2012,Euthanized
Reported Lost by Public,2012,August,,,MALE,false,SMALL,UNKNOWN,2012,Other
Stray,2012,April,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLACK,2012,Euthanized
Stray,2012,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY,2012,Other
Stray,2011,April,,,MALE,false,KITTN,BLACK,2011,Euthanized
Foster Return,2012,July,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2012,Home
Owner Surrender,2011,June,POODLE MIN - MIX,Older than 1 year,MALE,true,SMALL,BLACK,2011,Home
Stray,2011,November,,Youth - Younger than 1 year,FEMALE,true,SMALL,GRAY,2012,Home
Stray,2011,September,SIBERIAN HUSKY - MIX,Older than 1 year,MALE,false,MED,TAN,2011,Home
Stray,2012,May,,Youth - Younger than 1 year,FEMALE,false,MED,BRN TABBY,2012,Euthanized
Owner Surrender,2011,August,,Older than 7 years,MALE,true,LARGE,BROWN,2011,Other
Stray,2011,June,,,FEMALE,false,KITTN,TORTIE,2011,Euthanized
Owner Surrender,2011,September,,Youth - Younger than 1 year,MALE,true,PUPPY,TAN,2011,Euthanized
Owner Surrender,2012,February,,Older than 1 year,MALE,false,LARGE,BLACK,2012,Euthanized
Stray,2012,June,,,UNKNOWN,false,SMALL,GRAY,2012,Other
Stray,2011,July,BEAGLE - MIX,,MALE,false,PUPPY,BLACK,2011,Other
Stray,2011,December,CHIHUAHUA SH - MIX,Youth - Younger than 1 year,MALE,false,MED,BLACK,2012,Other
Owner Surrender,2011,September,,Youth - Younger than 1 year,MALE,false,KITTN,GRAY TABBY,2011,Euthanized
Stray,2011,February,,,MALE,false,MED,WHITE,2011,Euthanized
Owner Surrender,2011,August,,,UNKNOWN,false,KITTN,BLK TABBY,2011,Euthanized
Stray,2011,August,COCKER SPAN - MIX,,FEMALE,false,MED,WHITE,2011,Other
Stray,2012,July,,Older than 1 year,FEMALE,false,LARGE,BRN TIGER,2012,Euthanized
Stray,2011,July,RAT TERRIER - MIX,Older than 1 year,MALE,true,SMALL,BLACK,2011,Home
Owner Surrender,2012,September,POODLE MIN - MIX,Older than 1 year,MALE,true,SMALL,WHITE,2012,Home
Stray,2012,July,,Infant - Younger than 6 months,FEMALE,false,KITTN,ORANGE,2012,Euthanized
Owner Surrender,2012,February,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,2012,Other
Stray,2012,April,,Older than 1 year,FEMALE,false,MED,BUFF,2012,Other
Stray,2012,October,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,2012,Other
Stray,2012,September,,Older than 1 year,MALE,false,LARGE,BROWN,2012,Home
Stray,2011,January,,Infant - Younger than 6 months,MALE,true,LARGE,GRAY TABBY,2011,Home
Owner Surrender,2011,March,,,UNKNOWN,false,KITTN,BLACK,2011,Other
Impound,2011,May,,Infant - Younger than 6 months,FEMALE,false,PUPPY,TAN,2011,Other
Stray,2011,June,,,FEMALE,true,SMALL,WHITE,2011,Home
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,TORTIE,2012,Other
Reported Lost by Public,2012,August,,,FEMALE,false,MED,UNKNOWN,2012,Other
Stray,2011,March,POODLE MIN - MIX,Older than 7 years,MALE,true,SMALL,GRAY,2011,Home
Stray,2011,March,,Youth - Younger than 1 year,MALE,false,MED,WHITE,2011,Other
Stray,2011,December,,,FEMALE,false,MED,BLUE,2011,Euthanized
Stray,2012,September,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,WHITE,2012,Other
Stray,2011,November,,Older than 1 year,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2011,December,,,FEMALE,false,SMALL,BLACK,2011,Other
Stray,2011,November,,,UNKNOWN,false,MED,BLACK,2011,Euthanized
Reported Lost by Public,2012,July,,,FEMALE,false,TOY,UNKNOWN,2012,Other
Stray,2012,April,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLK TABBY,2012,Euthanized
Stray,2011,July,COLLIE ROUGH - MIX,Older than 7 years,FEMALE,true,MED,TAN,2011,Home
Stray,2011,February,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Stray,2011,December,PIT BULL - BOXER,Older than 1 year,FEMALE,false,LARGE,BROWN,2012,Euthanized
Stray,2011,June,,Infant - Younger than 6 months,MALE,false,KITTN,WHITE,2011,Euthanized
Stray,2011,March,DACHSHUND LH - MIX,Older than 1 year,MALE,true,SMALL,RED,2011,Home
Foster Return,2012,April,,Infant - Younger than 6 months,FEMALE,true,KITTN,CREAM,2012,Home
Stray,2011,February,,,UNKNOWN,false,LARGE,BLACK,2011,Euthanized
Stray,2012,January,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Euthanized
Stray,2011,May,,Older than 1 year,MALE,true,LARGE,BLACK,2011,Other
Stray,2011,July,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,GRAY,2011,Euthanized
Stray,2011,July,,,UNKNOWN,false,LARGE,GRAY,2011,Euthanized
Stray,2011,March,POODLE TOY - MIX,Older than 7 years,MALE,false,SMALL,WHITE,2011,Home
Stray,2012,May,,Infant - Younger than 6 months,MALE,true,MED,ORG TABBY,2012,Other
Stray,2011,July,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Stray,2011,April,,,UNKNOWN,false,KITTN,BLACK,2011,Other
Stray,2011,April,PIT BULL - MIX,,MALE,false,MED,BROWN,2011,Euthanized
Stray,2012,February,,,UNKNOWN,false,MED,ORG TABBY,2012,Euthanized
Owner Surrender,2011,July,CHIHUAHUA SH - MIX,Infant - Younger than 6 months,FEMALE,false,SMALL,WHITE,2011,Other
Stray,2011,September,,,UNKNOWN,false,MED,WHITE,2011,Euthanized
Stray,2011,September,,,MALE,false,PUPPY,BLACK,2011,Euthanized
Stray,2012,May,,,FEMALE,false,MED,WHITE,2012,Euthanized
Owner Surrender,2011,July,,Older than 7 years,MALE,false,MED,BLUE CREAM,2011,Euthanized
Stray,2011,August,,,MALE,false,LARGE,CHOCOLATE,2011,Euthanized
Stray,2011,May,,,MALE,true,SMALL,WHITE,2011,Home
Foster Return,2012,August,,Older than 1 year,MALE,true,MED,BLUE,2012,Home
Owner Surrender,2011,June,,Older than 7 years,MALE,true,MED,WHITE,2011,Other
Stray,2012,June,,Infant - Younger than 6 months,MALE,true,KITTN,ORG TABBY,2012,Other
Stray,2012,June,,,MALE,false,KITTN,GRAY,2012,Euthanized
Stray,2012,August,,Infant - Younger than 6 months,MALE,false,SMALL,GRAY TABBY,2012,Euthanized
Stray,2011,July,,Older than 1 year,MALE,true,LARGE,BLACK,2011,Home
Stray,2011,March,,,UNKNOWN,false,KITTN,BROWN,2011,Euthanized
Stray,2011,October,PUG - MIX,Older than 1 year,FEMALE,true,MED,TAN,2011,Home
Stray,2012,February,LABRADOR RETR - MIX,,FEMALE,false,MED,BLACK,2012,Other
Stray,2011,July,,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,2012,Home
Stray,2012,July,,Infant - Younger than 6 months,FEMALE,false,KITTN,BLACK,2012,Euthanized
Stray,2011,March,,Older than 1 year,MALE,false,SMALL,FAWN,2011,Other
Owner Surrender,2012,August,,Older than 7 years,MALE,true,LARGE,BLACK,2012,Euthanized
Owner Surrender,2011,May,,Older than 7 years,MALE,true,X-LRG,BLACK,2011,Euthanized
Stray,2012,February,,Older than 1 year,FEMALE,true,LARGE,BLACK,2012,Other
Stray,2012,July,,Older than 1 year,MALE,false,MED,RED MERLE,2012,Other
Stray,2012,August,GERM SHEPHERD - ALASKAN HUSKY,Older than 7 years,MALE,true,X-LRG,BLACK,2012,Euthanized
Stray,2012,July,WELSH CORGI CAR - CHIHUAHUA SH,,MALE,false,SMALL,BROWN,2012,Other
Foster Return,2012,April,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY,2012,Home
Owner Surrender,2012,September,,Older than 1 year,MALE,true,SMALL,TRICOLOR,2012,Other
Stray,2012,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLACK,2012,Euthanized
Stray,2011,March,,,MALE,false,LARGE,GRAY,2011,Euthanized
Stray,2012,April,,Older than 1 year,MALE,true,LARGE,GRAY,2012,Other
Foster Return,2012,January,CHIHUAHUA SH - BEAGLE,Older than 1 year,MALE,true,SMALL,TAN,2012,Home
Owner Surrender,2011,July,,Older than 1 year,MALE,false,LARGE,BROWN,2011,Euthanized
Stray,2012,January,GOLDEN RETR - MIX,,FEMALE,false,LARGE,BROWN,2012,Other
Stray,2012,September,,Older than 1 year,MALE,false,LARGE,BLACK,2012,Euthanized
Stray,2011,January,,Infant - Younger than 6 months,MALE,false,KITTN,BRN TABBY,2011,Other
Owner Surrender,2011,December,,Older than 1 year,FEMALE,true,LARGE,BROWN,2011,Euthanized
Stray,2011,May,,,FEMALE,false,LARGE,TORTIE,2011,Euthanized
Stray,2011,September,,Older than 1 year,FEMALE,true,SMALL,WHITE,2011,Home
Stray,2011,October,,,UNKNOWN,false,KITTN,GRAY,2011,Euthanized
Owner Surrender,2011,October,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2011,Home
Owner Surrender,2011,July,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Stray,2011,August,,Youth - Younger than 1 year,FEMALE,true,MED,BROWN,2011,Home
Owner Surrender,2011,December,,Older than 7 years,MALE,false,SMALL,WHITE,2011,Euthanized
Stray,2011,February,PIT BULL - LABRADOR RETR,,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2011,April,CAVALIER SPAN - PUG,Older than 1 year,FEMALE,true,SMALL,BROWN,2011,Home
Owner Surrender,2011,June,CHINESE SHARPEI - MIX,Older than 1 year,FEMALE,true,MED,BROWN,2011,Other
Stray,2011,December,,,FEMALE,false,KITTN,BLACK,2011,Euthanized
Stray,2011,May,,,MALE,false,MED,BLACK,2011,Euthanized
Owner Surrender,2011,March,,,MALE,false,PUPPY,BR BRINDLE,2011,Euthanized
Stray,2011,April,,,MALE,false,LARGE,ORANGE,2011,Other
Stray,2011,December,,Older than 7 years,FEMALE,true,LARGE,TAN,2011,Home
Stray,2012,April,,Older than 1 year,MALE,true,LARGE,BLACK,2012,Home
Impound,2011,May,MASTIFF - MIX,Older than 1 year,MALE,true,LARGE,BR BRINDLE,2011,Home
Stray,2011,July,,,MALE,false,SMALL,BLACK,2011,Euthanized
Owner Surrender,2011,April,,,UNKNOWN,false,KITTN,BRN TABBY,2011,Other
Stray,2011,December,,Infant - Younger than 6 months,MALE,true,PUPPY,CREAM,2011,Home
Owner Surrender,2012,April,SHETLD SHEEPDOG - MIX,Youth - Younger than 1 year,MALE,false,MED,BLACK,2012,Other
Stray,2011,November,,,MALE,false,MED,BRN TIGER,2011,Euthanized
Disposal Request by Public,2012,January,PIT BULL - CHOW CHOW,Older than 7 years,MALE,false,X-LRG,BROWN,2012,Other
Owner Surrender,2012,February,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2012,Other
Owner Surrender,2012,February,,,FEMALE,false,LARGE,TAN,2012,Euthanized
Stray,2011,April,,,FEMALE,false,MED,GRAY TABBY,2011,Euthanized
Stray,2011,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY,2011,Home
Stray,2011,July,DOMESTIC SH - DOMESTIC SH,Older than 7 years,MALE,true,MED,WHITE,2011,Euthanized
Owner Surrender,2012,June,,Older than 7 years,MALE,false,LARGE,BLACK,2012,Euthanized
Stray,2011,September,,Youth - Younger than 1 year,FEMALE,true,SMALL,BLACK,2011,Home
Stray,2011,April,,,UNKNOWN,false,KITTN,TORTIE,2011,Other
Stray,2012,June,,Youth - Younger than 1 year,FEMALE,false,SMALL,BLUE MERLE,2012,Other
Stray,2011,October,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY,2011,Other
Stray,2012,April,POODLE STND - MIX,Older than 7 years,FEMALE,true,PUPPY,WHITE,2012,Home
Foster Return,2012,September,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2012,Home
Stray,2011,July,,,FEMALE,false,MED,ORG TABBY,2011,Euthanized
Owner Surrender,2011,August,,Infant - Younger than 6 months,MALE,false,PUPPY,BLACK,2011,Euthanized
Stray,2012,August,,Older than 1 year,FEMALE,false,MED,BLACK,2012,Euthanized
Owner Surrender,2012,August,,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,2012,Home
Foster Return,2012,April,,Older than 1 year,FEMALE,true,MED,TORTIE,2012,Home
Owner Surrender,2012,May,PIT BULL - MIX,Older than 1 year,FEMALE,true,LARGE,WHITE,2012,Euthanized
Stray,2011,December,,,MALE,false,LARGE,BRN TABBY,2011,Euthanized
Stray,2011,December,,Older than 1 year,MALE,true,SMALL,WHITE,2011,Home
Stray,2011,April,,Youth - Younger than 1 year,FEMALE,true,LARGE,WHITE,2011,Home
Owner Surrender,2011,July,,Older than 1 year,FEMALE,false,LARGE,GRAY,2011,Euthanized
Impound,2011,February,PIT BULL - MIX,,MALE,false,MED,BROWN,2011,Other
Stray,2011,April,,Older than 7 years,MALE,true,SMALL,BLACK,2011,Home
Owner Surrender,2012,September,,Older than 1 year,FEMALE,false,MED,TORTIE,2012,Euthanized
Impound,2011,April,,,MALE,false,LARGE,BRN TABBY,2011,Euthanized
Owner Surrender,2012,June,LABRADOR RETR - MIX,Youth - Younger than 1 year,MALE,true,MED,BLACK,2012,Other
Stray,2012,July,,Older than 1 year,MALE,false,LARGE,WHITE,2012,Euthanized
Owner Surrender,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY TABBY,2012,Euthanized
Stray,2011,July,,,MALE,false,LARGE,GRAY,2011,Other
Stray,2011,June,,,FEMALE,false,LARGE,ORG TABBY,2011,Euthanized
Stray,2011,March,,,FEMALE,false,LARGE,CALICO,2011,Euthanized
Stray,2012,August,,Older than 1 year,FEMALE,true,LARGE,CALICO,2012,Euthanized
Stray,2012,June,,,UNKNOWN,false,KITTN,TORTIE,2012,Euthanized
Stray,2011,July,,,MALE,false,KITTN,GRAY,2011,Euthanized
Owner Surrender,2012,February,,Older than 7 years,MALE,true,LARGE,SABLE,2012,Euthanized
Impound,2011,January,LABRADOR RETR - MIX,Older than 1 year,FEMALE,true,SMALL,BLACK,2011,Euthanized
Stray,2012,July,,Older than 1 year,MALE,false,LARGE,BRN TIGER,2012,Euthanized
Impound,2012,September,,Older than 1 year,FEMALE,true,TOY,BROWN,2012,Home
Owner Surrender,2012,June,CHOW CHOW - LABRADOR RETR,Older than 1 year,FEMALE,true,MED,BLACK,2012,Home
Stray,2012,January,PAPILLON - SHIH TZU,Youth - Younger than 1 year,FEMALE,true,SMALL,WHITE,2012,Home
Stray,2012,April,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2012,Other
Stray,2012,July,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Other
Stray,2011,March,,Youth - Younger than 1 year,MALE,true,MED,BLACK,2011,Home
Stray,2012,March,,,UNKNOWN,false,LARGE,BROWN,2012,Euthanized
Stray,2011,May,,,UNKNOWN,false,KITTN,ORANGE,2011,Euthanized
Stray,2012,June,AKITA - CHOW CHOW,,MALE,true,LARGE,GOLD,2012,Euthanized
Owner Surrender,2011,January,,,MALE,false,LARGE,BLACK,2011,Euthanized
Owner Surrender,2011,July,,Infant - Younger than 6 months,MALE,true,KITTN,BRN TABBY,2011,Home
Stray,2011,November,,Older than 7 years,FEMALE,true,LARGE,BR BRINDLE,2011,Home
Stray,2011,April,,,MALE,false,KITTN,WHITE,2011,Euthanized
Stray,2011,August,PIT BULL - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2011,Other
Stray,2011,April,,,UNKNOWN,false,LARGE,GRAY,2011,Euthanized
Stray,2011,February,,Older than 1 year,MALE,true,MED,ORG TABBY,2011,Home
Owner Surrender,2011,March,GERM SHEPHERD - AKITA,Infant - Younger than 6 months,FEMALE,true,PUPPY,BROWN,2011,Other
Owner Surrender,2011,April,,Older than 1 year,FEMALE,true,LARGE,GRAY,2011,Euthanized
Stray,2011,July,,Older than 1 year,MALE,true,SMALL,WHITE,2011,Home
Owner Surrender,2011,November,,Older than 1 year,FEMALE,true,X-LRG,BLACK,2011,Euthanized
Stray,2012,February,,Older than 1 year,MALE,true,MED,BLACK,2012,Home
Stray,2011,January,,,FEMALE,false,MED,BLK TIGER,2011,Euthanized
Foster Return,2012,February,CYMRIC - MIX,Older than 7 years,MALE,true,LARGE,GRAY TABBY,2012,Home
Stray,2011,November,LABRADOR RETR - MIX,,FEMALE,true,LARGE,BLACK,2011,Home
Stray,2012,June,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY,2012,Other
Stray,2011,August,,,FEMALE,false,MED,TORTIE,2011,Euthanized
Stray,2011,December,,,MALE,true,MED,TRICOLOR,2011,Home
Foster Return,2012,July,,Older than 7 years,MALE,true,MED,TRICOLOR,2012,Home
Stray,2012,April,,Older than 1 year,MALE,true,MED,WHITE,2012,Home
Stray,2011,October,PUG - MIX,Older than 1 year,MALE,true,SMALL,CREAM,2011,Home
Impound,2012,September,,Older than 7 years,FEMALE,true,MED,BROWN,2012,Home
Owner Surrender,2011,November,,Older than 1 year,FEMALE,false,MED,BROWN,2011,Euthanized
Owner Surrender,2012,June,,Older than 1 year,FEMALE,false,MED,BLACK,2012,Euthanized
Owner Surrender,2011,June,,Older than 1 year,MALE,true,LARGE,BLUE,2011,Euthanized
Stray,2012,April,,,UNKNOWN,false,MED,BRN TABBY,2012,Euthanized
Stray,2011,February,,,MALE,false,MED,BLACK,2011,Euthanized
Stray,2011,May,,Older than 7 years,MALE,true,MED,BR BRINDLE,2011,Home
Stray,2011,August,,Older than 1 year,MALE,true,SMALL,BROWN,2011,Home
Owner Surrender,2012,February,,Older than 1 year,FEMALE,true,MED,TRICOLOR,2012,Home
Owner Surrender,2011,May,,Older than 7 years,FEMALE,true,LARGE,CREAM,2011,Euthanized
Stray,2011,May,,,UNKNOWN,false,KITTN,BLK TABBY,2011,Other
Stray,2011,September,,,UNKNOWN,false,MED,BRN TABBY,2011,Euthanized
Stray,2011,December,,Older than 1 year,MALE,false,LARGE,YELLOW,2011,Other
Foster Return,2012,March,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2012,Home
Stray,2011,December,,,FEMALE,true,MED,TORTIE,2011,Other
Owner Surrender,2011,January,,Older than 7 years,MALE,true,MED,BRN TABBY,2011,Euthanized
Stray,2012,September,PUG - BEAGLE,Infant - Younger than 6 months,MALE,true,PUPPY,BROWN,2012,Other
Stray,2012,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BRN TABBY,2012,Euthanized
Stray,2011,July,,,MALE,true,X-LRG,BLACK,2011,Euthanized
Owner Surrender,2012,March,,Older than 1 year,MALE,true,SMALL,ORG TABBY,2012,Home
Stray,2011,March,RAT TERRIER - MIX,,FEMALE,false,SMALL,WHITE,2011,Other
Owner Surrender,2011,May,GOLDEN RETR - COCKER SPAN,Older than 1 year,FEMALE,true,SMALL,TAN,2011,Other
Stray,2011,February,,Older than 1 year,MALE,true,LARGE,BROWN,2011,Home
Owner Surrender,2011,September,,Infant - Younger than 6 months,MALE,true,PUPPY,TRICOLOR,2012,Home
Stray,2012,March,BORDER COLLIE - MIX,Older than 1 year,MALE,true,MED,TRICOLOR,2012,Home
Stray,2011,June,CAIRN TERRIER - MIX,,MALE,true,SMALL,TAN,2011,Home
Stray,2012,September,LABRADOR RETR - MIX,Older than 1 year,FEMALE,true,LARGE,RED,2012,Home
Stray,2011,August,,,UNKNOWN,false,KITTN,WHITE,2011,Euthanized
Owner Surrender,2012,May,GERM SHEPHERD - MASTIFF,Infant - Younger than 6 months,MALE,true,PUPPY,TAN,2012,Home
Stray,2011,July,,,FEMALE,false,LARGE,BLACK,2011,Euthanized
Owner Surrender,2011,May,,Infant - Younger than 6 months,FEMALE,false,KITTN,BRN TABBY,2011,Other
Owner Surrender,2011,June,,,FEMALE,false,MED,BLACK,2011,Euthanized
Stray,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,CALICO,2012,Home
Stray,2012,September,,Older than 1 year,FEMALE,false,MED,BROWN,2012,Euthanized
Stray,2011,October,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY TABBY,2011,Other
Stray,2011,March,,Older than 1 year,FEMALE,true,LARGE,SILVER,2011,Other
Stray,2011,September,,,UNKNOWN,false,LARGE,BLACK,2011,Euthanized
Owner Surrender,2011,February,,Older than 1 year,MALE,true,LARGE,GRAY,2011,Home
Stray,2011,October,,Youth - Younger than 1 year,MALE,true,MED,BROWN,2011,Home
Reported Lost by Public,2012,August,,,FEMALE,false,MED,UNKNOWN,2012,Other
Stray,2011,January,DOMESTIC SH - DOMESTIC SH,,FEMALE,false,MED,CALICO,2011,Euthanized
Stray,2012,January,,Older than 1 year,MALE,true,MED,BUFF,2012,Other
Owner Surrender,2012,July,BORDER COLLIE - BORDER COLLIE,Older than 7 years,MALE,false,MED,BLACK,2012,Euthanized
Stray,2012,July,,Older than 1 year,FEMALE,false,MED,BLACK,2012,Other
Stray,2011,December,COCKER SPAN - POODLE MIN,Older than 1 year,MALE,true,MED,BLACK,2011,Home
Owner Surrender,2011,July,,,MALE,true,MED,GRAY,2011,Euthanized
Stray,2011,July,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Stray,2012,July,,Infant - Younger than 6 months,FEMALE,true,KITTN,WHITE,2012,Other
Stray,2011,September,,Older than 1 year,MALE,false,MED,BROWN,2011,Home
Out Patient Spay or Neuter,2011,February,POMERANIAN - CHIHUAHUA SH,Older than 1 year,FEMALE,true,TOY,WHITE,2011,Other
Owner Surrender,2012,March,,Older than 1 year,FEMALE,false,SMALL,BRN TABBY,2012,Euthanized
Reported Lost by Public,2012,August,,,FEMALE,false,MED,UNKNOWN,2012,Other
Stray,2012,August,,Older than 1 year,FEMALE,false,MED,CALICO,2012,Euthanized
Owner Surrender,2011,January,BEAGLE - MIX,Older than 7 years,MALE,true,MED,TRICOLOR,2011,Other
Stray,2012,September,,Older than 1 year,FEMALE,true,LARGE,CALICO,2012,Other
Owner Surrender,2011,January,,Older than 1 year,MALE,true,MED,BLACK,2011,Home
Owner Surrender,2012,June,,Older than 1 year,FEMALE,true,LARGE,GRAY TABBY,2012,Euthanized
Stray,2012,March,LABRADOR RETR - MIX,Older than 1 year,FEMALE,false,MED,BLACK,2012,Euthanized
Owner Surrender,2011,October,,Older than 7 years,FEMALE,true,MED,FAWN,2011,Euthanized
Stray,2011,June,LABRADOR RETR - MIX,Youth - Younger than 1 year,FEMALE,true,PUPPY,BLACK,2011,Other
Owner Surrender,2011,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY,2011,Home
Stray,2012,February,,,FEMALE,false,MED,BLACK,2012,Euthanized
Stray,2012,May,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2012,Other
Stray,2011,April,FOX TERR WIRE - BEAGLE,Older than 1 year,MALE,true,SMALL,WHITE,2011,Home
Owner Surrender,2011,November,,Older than 1 year,FEMALE,true,MED,CALICO,2011,Home
Owner Surrender,2011,October,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BRN TABBY,2011,Euthanized
