IntakeMonth,Breed,EstimatedAge,Sex,SpayNeuter,Size,Color,IntakeType,IntakeYear,OutcomeYear,Class
Owner Surrender,2012,August,GERM SHEPHERD - MIX,Infant - Younger than 6 months,FEMALE,true,PUPPY,BLACK,2012,Home
Owner Surrender,2011,September,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2011,Euthanized
Stray,2011,April,,Older than 1 year,FEMALE,true,LARGE,CHOCOLATE,2011,Other
Stray,2011,September,,Older than 1 year,FEMALE,true,SMALL,TAN,2011,Home
Stray,2011,August,,,MALE,false,KITTN,ORANGE,2011,Euthanized
Stray,2011,July,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Owner Surrender,2012,February,,Youth - Younger than 1 year,FEMALE,true,PUPPY,BLACK,2012,Home
Owner Surrender,2011,February,CHOW CHOW - LABRADOR RETR,,MALE,false,MED,BROWN,2011,Euthanized
Stray,2012,July,,Older than 7 years,MALE,true,TOY,FAWN,2012,Home
Stray,2011,March,,,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2011,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,BRN TABBY,2011,Euthanized
Stray,2011,February,,,MALE,false,X-LRG,ORG TABBY,2011,Euthanized
Stray,2012,January,,Older than 1 year,FEMALE,false,LARGE,BLUE,2012,Home
Stray,2011,December,,Infant - Younger than 6 months,MALE,false,KITTN,GRAY,2011,Other
Stray,2011,June,,,UNKNOWN,false,KITTN,ORANGE,2011,Euthanized
Stray,2011,March,,Older than 1 year,FEMALE,true,SMALL,SABLE,2011,Home
Stray,2011,April,,,FEMALE,false,LARGE,BROWN,2011,Euthanized
Stray,2012,March,WEST HIGHLAND - MIX,Older than 7 years,MALE,true,SMALL,WHITE,2012,Other
Stray,2011,August,,,FEMALE,false,MED,ORG TABBY,2011,Euthanized
Stray,2011,November,,Older than 1 year,MALE,true,MED,GRAY TIGER,2011,Other
Stray,2012,August,,Older than 1 year,MALE,true,SMALL,CREAM,2012,Other
Owner Surrender,2011,May,,Older than 7 years,MALE,true,X-LRG,BLACK,2011,Euthanized
Stray,2011,May,,Older than 1 year,MALE,true,MED,TRICOLOR,2011,Home
Owner Surrender,2011,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Stray,2011,May,,,UNKNOWN,false,LARGE,BLACK,2011,Other
Stray,2012,September,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BRN TABBY,2012,Euthanized
Stray,2011,July,,,FEMALE,false,MED,GRAY,2011,Euthanized
Stray,2012,August,,Older than 7 years,FEMALE,false,MED,BRN TABBY,2012,Euthanized
Stray,2012,May,LABRADOR RETR - MIX,,MALE,false,MED,RED,2012,Euthanized
Stray,2011,July,,Older than 1 year,MALE,true,LARGE,BL BRINDLE,2011,Home
Stray,2012,January,,,UNKNOWN,false,LARGE,WHITE,2012,Euthanized
Owner Surrender,2011,February,,Older than 1 year,FEMALE,true,LARGE,WHITE,2011,Home
Stray,2012,August,,Older than 1 year,MALE,true,SMALL,CHOCOLATE,2012,Other
Stray,2011,February,POINTER - BEAGLE,,MALE,false,PUPPY,BLACK,2011,Other
Owner Surrender,2012,April,,Older than 7 years,FEMALE,true,MED,TAN,2012,Euthanized
Owner Surrender,2011,August,,,FEMALE,false,SMALL,GRAY,2011,Euthanized
Stray,2012,May,LABRADOR RETR - MIX,Older than 1 year,MALE,false,MED,BLACK,2012,Home
Stray,2011,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY,2011,Home
Owner Surrender,2012,July,,Older than 1 year,MALE,false,MED,BRN TABBY,2012,Euthanized
Stray,2011,July,,Infant - Younger than 6 months,FEMALE,false,KITTN,ORANGE,2011,Euthanized
Stray,2012,January,,Youth - Younger than 1 year,FEMALE,true,LARGE,WHITE,2012,Home
Stray,2012,September,,Older than 1 year,MALE,false,MED,BLACK,2012,Euthanized
Owner Surrender,2011,May,AM PIT BULL TER - PURE BRED,Older than 7 years,FEMALE,false,MED,BROWN,2011,Euthanized
Stray,2012,September,,Older than 7 years,MALE,true,MED,WHITE,2012,Home
Stray,2011,June,,,UNKNOWN,false,MED,ORG TABBY,2011,Euthanized
Owner Surrender,2011,May,,Infant - Younger than 6 months,MALE,false,KITTN,WHITE,2011,Other
Stray,2011,February,YORKSHIRE TERR - MIX,Older than 1 year,FEMALE,true,MED,BROWN,2011,Home
Stray,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,TORTIE,2012,Other
Owner Surrender,2011,May,LABRADOR RETR - MIX,Older than 1 year,MALE,true,LARGE,YELLOW,2011,Other
Owner Surrender,2011,July,LABRADOR RETR - MIX,Older than 1 year,FEMALE,true,MED,BROWN,2011,Home
Owner Surrender,2012,May,,Infant - Younger than 6 months,FEMALE,false,KITTN,BLACK,2012,Other
Owner Surrender,2011,July,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Stray,2012,April,,Older than 1 year,MALE,true,MED,TRICOLOR,2012,Home
Stray,2012,July,,Older than 1 year,FEMALE,true,LARGE,BLACK,2012,Home
Foster Return,2012,August,,Infant - Younger than 6 months,MALE,true,KITTN,BLACK,2012,Home
Stray,2011,June,,Older than 1 year,MALE,true,LARGE,GRAY TABBY,2011,Home
Owner Surrender,2011,May,,Older than 7 years,MALE,false,X-LRG,WHITE,2011,Euthanized
Stray,2012,April,,,MALE,false,SMALL,CHOCOLATE,2012,Home
Stray,2011,April,,,FEMALE,false,LARGE,BLK TABBY,2011,Euthanized
Stray,2011,May,,Older than 1 year,FEMALE,true,SMALL,TRICOLOR,2011,Home
Stray,2012,March,,,FEMALE,false,SMALL,BRN TABBY,2012,Euthanized
Foster Return,2012,May,,,UNKNOWN,false,KITTN,BRN TABBY,2012,Euthanized
Stray,2011,October,,,UNKNOWN,false,MED,BRN TABBY,2011,Euthanized
Owner Surrender,2012,June,,Older than 1 year,FEMALE,true,MED,BLACK,2012,Home
Impound,2012,July,,Older than 1 year,MALE,false,LARGE,WHITE,2012,Euthanized
Stray,2012,August,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Euthanized
Stray,2011,May,POODLE MIN - MIX,Youth - Younger than 1 year,MALE,true,SMALL,BLACK,2011,Home
Impound,2012,January,,,MALE,true,SMALL,TAN,2012,Home
Stray,2012,July,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2012,Euthanized
Stray,2011,August,,,FEMALE,false,MED,TAN,2011,Other
Stray,2012,June,,Youth - Younger than 1 year,UNKNOWN,false,KITTN,BLACK,2012,Euthanized
Owner Surrender,2011,March,GERM SHEPHERD - AKITA,Infant - Younger than 6 months,FEMALE,true,PUPPY,BROWN,2011,Other
Stray,2011,April,,Older than 1 year,FEMALE,true,LARGE,BLACK,2011,Home
Stray,2011,May,GREAT DANE - BOXER,Youth - Younger than 1 year,MALE,true,LARGE,BROWN,2011,Home
Stray,2011,April,,Older than 1 year,MALE,true,SMALL,TAN,2011,Home
Stray,2012,June,,,FEMALE,false,MED,BLACK,2012,Other
Owner Surrender,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,BLACK,2012,Other
Stray,2011,January,,,FEMALE,false,KITTN,LYNX PT,2011,Other
Stray,2011,September,,,UNKNOWN,false,KITTN,CALICO,2011,Euthanized
Stray,2011,March,CHOW CHOW - MIX,Older than 1 year,FEMALE,true,LARGE,TAN,2011,Home
Stray,2012,July,,Older than 1 year,UNKNOWN,false,MED,GRAY,2012,Other
Stray,2011,March,,,MALE,false,MED,BLACK,2011,Euthanized
Stray,2011,September,YORKSHIRE TERR - MIX,,MALE,false,LARGE,BLACK,2011,Home
Owner Surrender,2011,October,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,BRN TABBY,2011,Euthanized
Stray,2012,March,PIT BULL - MIX,Older than 1 year,FEMALE,true,MED,RED,2012,Other
Stray,2012,June,,Older than 1 year,MALE,true,LARGE,RED,2012,Euthanized
Owner Surrender,2012,February,COLLIE SMOOTH - MIX,Older than 7 years,MALE,false,MED,WHITE,2012,Euthanized
Stray,2011,March,GOLDEN RETR - MIX,,FEMALE,false,LARGE,BROWN,2011,Euthanized
Owner Surrender,2011,June,,Older than 1 year,MALE,true,LARGE,WHITE,2012,Other
Stray,2011,August,,,MALE,false,KITTN,BLACK,2011,Euthanized
Owner Surrender,2011,August,,Infant - Younger than 6 months,MALE,true,KITTN,ORANGE,2012,Home
Stray,2012,July,,Youth - Younger than 1 year,FEMALE,false,SMALL,CALICO,2012,Other
Stray,2012,January,,Older than 1 year,MALE,false,MED,BLACK,2012,Euthanized
Stray,2012,June,,Infant - Younger than 6 months,MALE,true,KITTN,WHITE,2012,Other
Stray,2011,December,LABRADOR RETR - MIX,,MALE,true,MED,BLACK,2012,Euthanized
Owner Surrender,2012,June,LABRADOR RETR - MIX,Older than 7 years,MALE,false,LARGE,BLACK,2012,Euthanized
Stray,2012,March,GERM SHEPHERD - MIX,Infant - Younger than 6 months,FEMALE,true,MED,TRICOLOR,2012,Other
Stray,2011,January,,Older than 1 year,MALE,true,LARGE,BROWN,2011,Home
Stray,2012,June,,Infant - Younger than 6 months,UNKNOWN,false,KITTN,GRAY,2012,Euthanized
Stray,2012,March,,,FEMALE,false,MED,WHITE,2012,Home
Owner Surrender,2012,July,BEAGLE - MIX,Older than 7 years,FEMALE,true,MED,TRICOLOR,2012,Euthanized
Stray,2011,November,VIZSLA - LABRADOR RETR,Older than 1 year,MALE,true,LARGE,BROWN,2011,Home
Stray,2011,June,,,UNKNOWN,false,KITTN,GRAY,2011,Other
Owner Surrender,2011,April,,,MALE,false,LARGE,BLACK,2011,Other
Stray,2012,May,,Infant - Younger than 6 months,MALE,true,KITTN,BRN TIGER,2012,Other
Stray,2012,May,,,FEMALE,false,MED,GRAY,2012,Euthanized
Impound,2012,February,,Older than 1 year,FEMALE,false,LARGE,BROWN,2012,Euthanized
Stray,2011,February,CHIHUAHUA SH - MIX,Youth - Younger than 1 year,FEMALE,true,SMALL,TAN,2011,Home
Owner Surrender,2012,June,LABRADOR RETR - MIX,Youth - Younger than 1 year,FEMALE,true,MED,BLACK,2012,Other
Stray,2012,June,,Infant - Younger than 6 months,MALE,true,KITTN,GRAY,2012,Home
Foster Return,2012,April,,Older than 1 year,FEMALE,true,MED,SEAL PT,2012,Home
Owner Surrender,2011,January,PUG - BEAGLE,Older than 1 year,FEMALE,true,LARGE,BR BRINDLE,2011,Home
Stray,2011,June,,,FEMALE,false,MED,WHITE,2011,Euthanized
Stray,2012,August,,Older than 1 year,MALE,true,LARGE,BLACK,2012,Home
Owner Surrender,2012,September,,Youth - Younger than 1 year,FEMALE,false,MED,TAN,2012,Other
Stray,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2012,Other
Owner Surrender,2011,March,BEAGLE - MIX,Older than 1 year,FEMALE,true,MED,TRICOLOR,2011,Home
Foster Return,2012,January,,Infant - Younger than 6 months,FEMALE,true,KITTN,BRN TABBY,2012,Home
Stray,2011,May,,,MALE,true,MED,ORG TABBY,2011,Euthanized
Stray,2012,June,,Youth - Younger than 1 year,FEMALE,true,SMALL,CHOCOLATE,2012,Other
Stray,2011,April,LABRADOR RETR - MIX,,MALE,false,SMALL,BLACK,2011,Euthanized
Stray,2011,December,LABRADOR RETR - MIX,Older than 1 year,MALE,true,MED,CHOCOLATE,2012,Other
Owner Surrender,2011,March,,Older than 7 years,FEMALE,false,SMALL,FAWN,2011,Euthanized
Stray,2011,May,,Older than 1 year,FEMALE,true,MED,TRICOLOR,2011,Home
Owner Surrender,2011,January,,Older than 1 year,MALE,true,SMALL,TRICOLOR,2011,Other
Stray,2011,September,,Older than 1 year,FEMALE,true,LARGE,BLACK,2011,Other
Owner Surrender,2012,April,CHIHUAHUA SH - MIX,Older than 1 year,MALE,true,TOY,WHITE,2012,Other
Stray,2012,September,,Older than 1 year,MALE,true,LARGE,BLACK,2012,Other
Stray,2011,June,,,MALE,false,KITTN,BLACK,2011,Euthanized
Stray,2011,July,,,FEMALE,false,MED,GOLD,2011,Other
Stray,2012,July,,Older than 1 year,FEMALE,false,MED,WHITE,2012,Euthanized
Stray,2011,July,,,FEMALE,false,SMALL,BRN TABBY,2011,Euthanized
Owner Surrender,2011,September,,Older than 1 year,MALE,true,SMALL,BROWN,2011,Home
Stray,2012,August,,Older than 7 years,MALE,true,MED,ORG TABBY,2012,Euthanized
Stray,2011,December,,,MALE,true,MED,TAN,2011,Home
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,PUPPY,FAWN,2012,Other
Stray,2011,September,,,FEMALE,false,MED,BLACK,2011,Euthanized
Stray,2011,May,,Older than 1 year,MALE,true,LARGE,BLACK,2011,Home
Owner Surrender,2012,June,,,MALE,true,LARGE,RED,2012,Euthanized
Stray,2011,December,,,FEMALE,true,MED,BRN TABBY,2011,Other
Owner Surrender,2011,June,JACK RUSS TER - MIX,Older than 1 year,MALE,true,MED,WHITE,2011,Home
Stray,2011,May,,,UNKNOWN,false,KITTN,GRAY,2011,Euthanized
Owner Surrender,2012,March,BOSTON TERRIER - MIX,Older than 7 years,FEMALE,false,MED,BLACK,2012,Euthanized
Stray,2011,August,,,MALE,false,LARGE,GRAY TABBY,2011,Euthanized
Stray,2012,March,BEAGLE - MIX,,MALE,false,MED,BLACK,2012,Other
Stray,2011,December,,Youth - Younger than 1 year,MALE,true,SMALL,BLACK,2011,Home
Stray,2011,January,,,MALE,false,SMALL,SILVER,2011,Other
Foster Return,2011,December,,Infant - Younger than 6 months,MALE,true,KITTN,CRM TABBY,2012,Home
Impound,2012,March,,,MALE,false,SMALL,GRAY,2012,Home
Stray,2011,January,,,MALE,false,LARGE,YELLOW,2011,Other
Stray,2011,June,,,MALE,true,X-LRG,BLACK,2011,Euthanized
Stray,2011,September,,,FEMALE,false,LARGE,TORTIE,2011,Euthanized
Owner Surrender,2012,February,,Youth - Younger than 1 year,MALE,true,X-LRG,WHITE,2012,Euthanized
Owner Surrender,2012,May,,Older than 7 years,FEMALE,true,LARGE,BRN TABBY,2012,Euthanized
Stray,2011,July,,Older than 1 year,MALE,true,MED,BROWN,2011,Home
Owner Surrender,2011,January,,Older than 1 year,FEMALE,true,MED,BLACK,2011,Home
Stray,2012,June,LABRADOR RETR - MIX,Older than 7 years,FEMALE,true,MED,BROWN,2012,Home
Stray,2011,January,DOMESTIC SH - DOMESTIC SH,,MALE,true,LARGE,GRAY,2011,Other
Owner Surrender,2012,February,,Infant - Younger than 6 months,FEMALE,false,MED,BLACK,2012,Euthanized
Stray,2012,March,,Older than 1 year,MALE,true,LARGE,BLACK,2012,Home
Stray,2011,November,LABRADOR RETR - MIX,,FEMALE,true,LARGE,BLACK,2011,Home
Stray,2011,May,,Youth - Younger than 1 year,FEMALE,true,PUPPY,BLACK,2011,Other
Owner Surrender,2012,August,,Older than 7 years,MALE,true,LARGE,BLACK,2012,Euthanized
Owner Surrender,2011,June,POODLE STND - MIX,Infant - Younger than 6 months,FEMALE,false,PUPPY,WHITE,2011,Euthanized
Stray,2012,September,,Infant - Younger than 6 months,FEMALE,false,KITTN,ORANGE,2012,Other
Stray,2012,May,,,FEMALE,false,MED,CALICO,2012,Home
Stray,2011,February,,,MALE,true,X-LRG,BUFF,2011,Euthanized
Stray,2011,June,,,FEMALE,false,MED,TAN,2011,Home
Stray,2011,June,,Infant - Younger than 6 months,MALE,true,KITTN,BLK SMOKE,2011,Home
Owner Surrender,2011,August,BORDER COLLIE - MIX,Older than 7 years,MALE,true,MED,TAN,2011,Euthanized
Owner Surrender,2011,June,,Older than 1 year,FEMALE,true,MED,ORG TABBY,2011,Other
Owner Surrender,2012,January,,Older than 1 year,FEMALE,false,LARGE,BLACK,2012,Euthanized
Owner Surrender,2011,June,,,FEMALE,false,MED,BLACK,2011,Euthanized
Owner Surrender,2011,July,RUSSIAN BLUE - MIX,Infant - Younger than 6 months,MALE,false,KITTN,GRAY,2011,Euthanized
Owner Surrender,2011,February,,Infant - Younger than 6 months,FEMALE,true,SMALL,ORANGE,2011,Home
Stray,2012,April,,,MALE,false,LARGE,WHITE,2012,Other
Stray,2011,April,,,UNKNOWN,false,KITTN,BLK TABBY,2011,Euthanized
Stray,2011,July,GERM SH POINT - MIX,,FEMALE,false,MED,WHITE,2011,Other
Stray,2011,December,,Older than 1 year,MALE,true,MED,WHITE,2012,Home
Owner Surrender,2011,November,,Older than 7 years,MALE,false,MED,BLACK,2011,Euthanized
Foster Return,2012,March,,Youth - Younger than 1 year,MALE,true,KITTN,BLACK,2012,Home
Stray,2011,June,,,UNKNOWN,false,KITTN,BLACK,2011,Euthanized
Foster Return,2012,September,,Infant - Younger than 6 months,MALE,true,KITTN,FLAME PT,2012,Home
Stray,2011,July,,,UNKNOWN,false,KITTN,BLK TABBY,2011,Euthanized
Owner Surrender,2011,June,CHOW CHOW - MIX,Youth - Younger than 1 year,FEMALE,true,MED,RED,2011,Home
Owner Surrender,2011,April,,Older than 7 years,MALE,true,LARGE,ORG TABBY,2011,Euthanized
Stray,2012,July,IRISH TERRIER - MIX,Youth - Younger than 1 year,FEMALE,true,PUPPY,BROWN,2012,Home
Owner Surrender,2012,February,,Infant - Younger than 6 months,MALE,true,KITTN,BUFF,2012,Other
Owner Surrender,2011,March,,Older than 7 years,MALE,false,SMALL,WHITE,2011,Euthanized
Stray,2012,August,,Infant - Younger than 6 months,FEMALE,false,KITTN,BRN TABBY,2012,Euthanized
Stray,2011,March,,,UNKNOWN,false,LARGE,ORG TABBY,2011,Euthanized
Stray,2011,August,,,MALE,false,KITTN,BRN TABBY,2011,Other
Stray,2011,April,,,MALE,true,LARGE,YELLOW,2011,Home
Stray,2011,May,,,FEMALE,false,LARGE,BLACK,2011,Home
Stray,2011,August,,,UNKNOWN,false,MED,BLK SMOKE,2011,Other
Stray,2012,June,,Infant - Younger than 6 months,FEMALE,false,KITTN,GRAY,2012,Euthanized
Impound,2011,February,CHINESE SHARPEI - BEAGLE,,UNKNOWN,false,MED,BROWN,2011,Euthanized
Stray,2011,April,,Older than 1 year,FEMALE,true,MED,TRICOLOR,2011,Home
Stray,2012,August,,Youth - Younger than 1 year,FEMALE,false,MED,BRN TABBY,2012,Other
Stray,2011,May,,,FEMALE,false,MED,BLACK,2011,Euthanized
Owner Surrender,2011,July,,,UNKNOWN,false,MED,BLACK,2011,Euthanized
Owner Surrender,2011,February,,,FEMALE,true,LARGE,TORTIE,2011,Euthanized
Stray,2011,April,,Older than 1 year,MALE,true,SMALL,BROWN,2011,Home
Owner Surrender,2011,March,SHIH TZU - PURE BRED,Older than 7 years,FEMALE,false,MED,GRAY,2011,Euthanized
Stray,2011,July,BENGAL - MIX,,MALE,true,LARGE,BRN TABBY,2011,Other
Stray,2011,December,,,FEMALE,false,MED,BLACK,2011,Euthanized
Owner Surrender,2011,March,LABRADOR RETR - WEIMARANER,Infant - Younger than 6 months,UNKNOWN,false,PUPPY,BLACK,2011,Other
Stray,2011,November,,Infant - Younger than 6 months,FEMALE,false,KITTN,BRN TABBY,2011,Other
Stray,2011,July,BOXER - MIX,Older than 1 year,FEMALE,true,MED,BROWN,2011,Euthanized
Stray,2011,November,COCKER SPAN - MIX,Older than 1 year,MALE,true,MED,BLACK,2011,Home
Owner Surrender,2012,April,,,FEMALE,false,MED,WHITE,2012,Euthanized
Stray,2012,March,,Older than 1 year,MALE,true,LARGE,BROWN,2012,Other
Stray,2012,July,CHIHUAHUA SH - YORKSHIRE TERR,Older than 1 year,FEMALE,false,SMALL,WHITE,2012,Other
Stray,2011,July,,,FEMALE,true,MED,TAN,2011,Home
Owner Surrender,2012,September,,Infant - Younger than 6 months,FEMALE,false,KITTN,TORTIE,2012,Euthanized
Owner Surrender,2012,August,,Infant - Younger than 6 months,FEMALE,false,SMALL,CALICO,2012,Euthanized
Owner Surrender,2011,November,,Older than 1 year,FEMALE,true,LARGE,TORTIE,2012,Home
Stray,2012,July,SCHNAUZER MIN - MIX,Older than 1 year,FEMALE,true,SMALL,BLACK,2012,Other
Stray,2012,January,,,FEMALE,false,LARGE,BRN TIGER,2012,Euthanized
Owner Surrender,2011,September,,,MALE,false,KITTN,BUFF,2011,Euthanized
Reported Found by Public,2012,August,,,MALE,false,,UNKNOWN,2012,Other
Stray,2012,April,,,MALE,false,LARGE,RED,2012,Other
Stray,2011,March,BOXER - MIX,Older than 1 year,FEMALE,true,MED,BROWN,2011,Home
Stray,2012,June,,Infant - Younger than 6 months,MALE,true,MED,WHITE,2012,Home
Stray,2012,May,,Infant - Younger than 6 months,MALE,false,PUPPY,BROWN,2012,Home
Stray,2011,April,,,UNKNOWN,false,KITTN,GRAY,2011,Other
Stray,2012,June,,Older than 7 years,MALE,false,SMALL,BROWN,2012,Euthanized
Owner Surrender,2012,May,,Older than 1 year,MALE,true,SMALL,BLACK,2012,Other
Owner Surrender,2011,July,POMERANIAN - MIX,Older than 7 years,FEMALE,false,SMALL,CREAM,2011,Euthanized
Stray,2011,July,,Older than 1 year,MALE,false,LARGE,BLACK,2011,Home
Owner Surrender,2011,February,,Older than 7 years,MALE,true,SMALL,WHITE,2011,Home
Stray,2011,April,,,UNKNOWN,false,LARGE,CALICO,2011,Euthanized
Stray,2012,June,,,MALE,false,KITTN,BRN TABBY,2012,Euthanized
Impound,2011,July,,Older than 1 year,MALE,true,SMALL,BLACK,2011,Other
Stray,2012,February,JACK RUSS TER - DACHSHUND,Older than 1 year,FEMALE,true,SMALL,BLACK,2012,Home
Stray,2011,May,ROTTWEILER - MIX,Older than 1 year,MALE,true,MED,BLACK,2011,Home
Stray,2011,January,,,MALE,false,MED,CHOC PT,2011,Other
Foster Return,2012,February,GERM SHEPHERD - MIX,Older than 1 year,MALE,false,MED,BLACK,2012,Other
Foster Return,2012,February,,Youth - Younger than 1 year,MALE,true,KITTN,ORANGE,2012,Home
Stray,2011,June,,Infant - Younger than 6 months,MALE,false,KITTN,BLACK,2011,Other
Stray,2011,May,,Youth - Younger than 1 year,MALE,true,LARGE,CHOCOLATE,2011,Home
Owner Surrender,2011,November,,Infant - Younger than 6 months,MALE,false,KITTN,BLK TABBY,2011,Euthanized
Stray,2011,July,,,FEMALE,false,KITTN,GRAY TABBY,2011,Euthanized
Stray,2011,June,POMERANIAN - YORKSHIRE TERR,Infant - Younger than 6 months,MALE,false,TOY,BLACK,2011,Home
Owner Surrender,2011,May,,Older than 1 year,MALE,true,SMALL,BLACK,2011,Other
Stray,2011,January,GERM SHEPHERD - MIX,,MALE,false,MED,BROWN,2011,Euthanized
Stray,2012,June,,Older than 1 year,FEMALE,false,MED,WHITE,2012,Euthanized
Stray,2011,August,,,FEMALE,false,MED,BR BRINDLE,2011,Euthanized
Stray,2011,June,,,FEMALE,false,KITTN,GRAY TIGER,2011,Euthanized
Stray,2012,July,,Older than 1 year,MALE,true,LARGE,BROWN,2012,Other
Owner Surrender,2011,July,,Older than 7 years,FEMALE,true,MED,CALICO,2011,Euthanized
Stray,2012,October,,Older than 1 year,FEMALE,true,LARGE,BRN TABBY,2012,Euthanized
Stray,2012,May,WEST HIGHLAND - MIX,Youth - Younger than 1 year,MALE,true,SMALL,WHITE,2012,Home
Owner Surrender,2011,November,,,MALE,false,LARGE,BLACK,2011,Euthanized
Stray,2011,October,,,MALE,true,LARGE,WHITE,2011,Home
Foster Return,2012,May,,Infant - Younger than 6 months,FEMALE,true,KITTN,ORG TABBY,2012,Home
Owner Surrender,2011,December,,Older than 1 year,FEMALE,true,SMALL,BL BRINDLE,2011,Home
Owner Surrender,2012,June,,Older than 7 years,MALE,true,MED,RED,2012,Euthanized
Owner Surrender,2012,February,CHOW CHOW - NEWFOUNDLAND,Older than 7 years,MALE,false,MED,BLACK,2012,Euthanized
Owner Surrender,2011,April,,Older than 7 years,MALE,false,SMALL,TAN,2011,Other
Stray,2011,May,,Youth - Younger than 1 year,MALE,true,LARGE,RED,2011,Other
Owner Surrender,2011,July,,,UNKNOWN,false,MED,GRAY,2011,Euthanized
Stray,2011,February,,Older than 1 year,MALE,true,LARGE,BLACK,2011,Home
Stray,2011,May,BOXER - MIX,,MALE,false,MED,BROWN,2011,Other
Stray,2011,April,BOXER - MIX,,FEMALE,false,LARGE,BROWN,2011,Other
Owner Surrender,2011,April,,Older than 1 year,FEMALE,false,SMALL,BROWN,2011,Other
Stray,2012,June,,Infant - Younger than 6 months,FEMALE,true,KITTN,GRAY,2012,Other
Owner Surrender,2012,April,,Older than 7 years,FEMALE,true,MED,BROWN,2012,Euthanized
Stray,2012,August,,Youth - Younger than 1 year,FEMALE,true,LARGE,GOLD,2012,Home
Stray,2011,April,,,MALE,false,KITTN,ORG TABBY,2011,Other
